file,LanguageEnvy,CrossRespDecl,ShotgunSurgery,EncapsulationBypass,fault_prone,Release_File
src/test/java/org/bytedeco/javacpp/AdapterTest.java,1,0,0,0,1,javacpp-1.1.csv
src/test/java/org/bytedeco/javacpp/AdapterTest.java,1,0,0,0,1,javacpp-1.2.1.csv
src/test/java/org/bytedeco/javacpp/AdapterTest.java,2,0,0,0,0,javacpp-1.2.7.csv
src/main/java/org/bytedeco/javacpp/Pointer.java,0,1,0,0,1,javacpp-1.2.7.csv
src/test/java/org/bytedeco/javacpp/AdapterTest.java,1,0,0,0,0,javacpp-1.2.csv
src/main/java/org/bytedeco/javacpp/Loader.java,0,1,0,0,1,javacpp-1.3.2.csv
src/test/java/org/bytedeco/javacpp/AdapterTest.java,2,0,0,0,1,javacpp-1.3.2.csv
src/main/java/org/bytedeco/javacpp/Pointer.java,0,1,0,0,1,javacpp-1.3.2.csv
src/test/java/org/bytedeco/javacpp/AdapterTest.java,2,0,0,0,0,javacpp-1.3.csv
src/main/java/org/bytedeco/javacpp/Pointer.java,0,1,0,0,1,javacpp-1.3.csv
src/main/java/org/bytedeco/javacpp/BytePointer.java,0,1,0,0,0,javacpp-1.4.2.csv
src/test/java/org/bytedeco/javacpp/PointerTest.java,0,1,0,0,1,javacpp-1.4.2.csv
src/main/java/org/bytedeco/javacpp/Loader.java,0,1,0,0,1,javacpp-1.4.2.csv
src/test/java/org/bytedeco/javacpp/AdapterTest.java,2,0,0,0,0,javacpp-1.4.2.csv
src/test/java/org/bytedeco/javacpp/EnumTest.java,1,0,0,0,0,javacpp-1.4.2.csv
src/main/java/org/bytedeco/javacpp/Pointer.java,0,2,0,0,1,javacpp-1.4.2.csv
src/main/java/org/bytedeco/javacpp/BytePointer.java,0,1,0,0,0,javacpp-1.4.4.csv
src/test/java/org/bytedeco/javacpp/PointerTest.java,0,1,0,0,0,javacpp-1.4.4.csv
src/main/java/org/bytedeco/javacpp/Loader.java,0,1,0,0,1,javacpp-1.4.4.csv
src/test/java/org/bytedeco/javacpp/AdapterTest.java,2,0,0,0,0,javacpp-1.4.4.csv
src/test/java/org/bytedeco/javacpp/EnumTest.java,1,0,0,0,0,javacpp-1.4.4.csv
src/main/java/org/bytedeco/javacpp/Pointer.java,0,2,0,0,0,javacpp-1.4.4.csv
src/main/java/org/bytedeco/javacpp/BytePointer.java,0,1,0,0,0,javacpp-1.4.csv
src/test/java/org/bytedeco/javacpp/PointerTest.java,0,1,0,0,1,javacpp-1.4.csv
src/main/java/org/bytedeco/javacpp/Loader.java,0,1,0,0,1,javacpp-1.4.csv
src/test/java/org/bytedeco/javacpp/AdapterTest.java,2,0,0,0,1,javacpp-1.4.csv
src/main/java/org/bytedeco/javacpp/Pointer.java,0,2,0,0,1,javacpp-1.4.csv
src/main/java/org/bytedeco/javacpp/BytePointer.java,0,1,0,0,0,javacpp-1.5.1-1.csv
src/test/java/org/bytedeco/javacpp/PointerTest.java,0,1,0,0,1,javacpp-1.5.1-1.csv
src/main/java/org/bytedeco/javacpp/Loader.java,0,1,0,0,1,javacpp-1.5.1-1.csv
src/test/java/org/bytedeco/javacpp/AdapterTest.java,2,0,0,0,0,javacpp-1.5.1-1.csv
src/test/java/org/bytedeco/javacpp/EnumTest.java,1,0,0,0,0,javacpp-1.5.1-1.csv
src/main/java/org/bytedeco/javacpp/Pointer.java,0,2,0,0,0,javacpp-1.5.1-1.csv
src/main/java/org/bytedeco/javacpp/BytePointer.java,0,1,0,0,0,javacpp-1.5.csv
src/test/java/org/bytedeco/javacpp/PointerTest.java,0,1,0,0,1,javacpp-1.5.csv
src/main/java/org/bytedeco/javacpp/Loader.java,0,1,0,0,1,javacpp-1.5.csv
src/test/java/org/bytedeco/javacpp/AdapterTest.java,2,0,0,0,0,javacpp-1.5.csv
src/test/java/org/bytedeco/javacpp/EnumTest.java,1,0,0,0,0,javacpp-1.5.csv
src/main/java/org/bytedeco/javacpp/Pointer.java,0,2,0,0,1,javacpp-1.5.csv
