file,LanguageEnvy,CrossRespDecl,ShotgunSurgery,EncapsulationBypass,fault_prone,Release_File
medialibrary/src/org/videolan/medialibrary/media/Genre.java,0,0,0,1,0,vlc-2.5.4.csv
libvlc/src/org/videolan/libvlc/MediaDiscoverer.java,0,0,0,1,0,vlc-2.5.4.csv
medialibrary/jni/medialibrary.cpp,0,0,40,0,1,vlc-2.5.4.csv
libvlc/src/org/videolan/libvlc/VLCObject.java,0,0,0,1,1,vlc-2.5.4.csv
medialibrary/src/org/videolan/medialibrary/media/MediaWrapper.java,0,0,0,1,0,vlc-2.5.4.csv
libvlc/src/org/videolan/libvlc/MediaPlayer.java,0,1,0,1,1,vlc-2.5.4.csv
libvlc/src/org/videolan/libvlc/Dialog.java,0,0,0,1,1,vlc-2.5.4.csv
medialibrary/src/org/videolan/medialibrary/media/Album.java,0,0,0,1,1,vlc-2.5.4.csv
medialibrary/src/org/videolan/medialibrary/media/SearchAggregate.java,0,0,0,2,0,vlc-2.5.4.csv
medialibrary/src/org/videolan/medialibrary/media/HistoryItem.java,0,0,0,1,0,vlc-2.5.4.csv
medialibrary/src/org/videolan/medialibrary/media/MediaSearchAggregate.java,0,0,0,1,0,vlc-2.5.4.csv
libvlc/src/org/videolan/libvlc/Media.java,0,0,0,1,0,vlc-2.5.4.csv
medialibrary/src/org/videolan/medialibrary/media/Artist.java,0,0,0,1,1,vlc-2.5.4.csv
libvlc/src/org/videolan/libvlc/media/MediaPlayer.java,0,1,0,1,1,vlc-2.5.4.csv
medialibrary/src/org/videolan/medialibrary/media/Playlist.java,0,0,0,1,0,vlc-2.5.4.csv
medialibrary/src/org/videolan/medialibrary/media/Genre.java,0,0,0,1,0,vlc-3.0.0.csv
libvlc/src/org/videolan/libvlc/MediaDiscoverer.java,0,0,0,1,0,vlc-3.0.0.csv
medialibrary/jni/medialibrary.cpp,0,0,41,0,1,vlc-3.0.0.csv
libvlc/src/org/videolan/libvlc/VLCObject.java,0,0,0,1,0,vlc-3.0.0.csv
medialibrary/src/org/videolan/medialibrary/media/MediaWrapper.java,0,0,0,1,0,vlc-3.0.0.csv
libvlc/src/org/videolan/libvlc/MediaPlayer.java,0,0,0,1,1,vlc-3.0.0.csv
libvlc/src/org/videolan/libvlc/Dialog.java,0,0,0,1,1,vlc-3.0.0.csv
medialibrary/src/org/videolan/medialibrary/media/Album.java,0,0,0,1,0,vlc-3.0.0.csv
medialibrary/src/org/videolan/medialibrary/media/SearchAggregate.java,0,0,0,2,0,vlc-3.0.0.csv
medialibrary/src/org/videolan/medialibrary/media/HistoryItem.java,0,0,0,1,0,vlc-3.0.0.csv
medialibrary/src/org/videolan/medialibrary/media/MediaSearchAggregate.java,0,0,0,1,0,vlc-3.0.0.csv
libvlc/src/org/videolan/libvlc/Media.java,0,0,0,1,0,vlc-3.0.0.csv
medialibrary/src/org/videolan/medialibrary/media/Artist.java,0,0,0,1,0,vlc-3.0.0.csv
libvlc/src/org/videolan/libvlc/media/MediaPlayer.java,0,0,0,1,1,vlc-3.0.0.csv
medialibrary/src/org/videolan/medialibrary/media/Playlist.java,0,0,0,1,0,vlc-3.0.0.csv
libvlc/src/org/videolan/libvlc/RendererDiscoverer.java,0,0,0,1,0,vlc-3.0.0.csv
medialibrary/src/org/videolan/medialibrary/media/Genre.java,0,0,0,1,0,vlc-3.0.11.csv
libvlc/src/org/videolan/libvlc/MediaDiscoverer.java,0,0,0,1,0,vlc-3.0.11.csv
medialibrary/jni/medialibrary.cpp,0,0,41,0,1,vlc-3.0.11.csv
libvlc/src/org/videolan/libvlc/VLCObject.java,0,0,0,1,1,vlc-3.0.11.csv
medialibrary/src/org/videolan/medialibrary/media/MediaWrapper.java,0,0,0,1,0,vlc-3.0.11.csv
libvlc/src/org/videolan/libvlc/MediaPlayer.java,0,0,0,1,0,vlc-3.0.11.csv
libvlc/src/org/videolan/libvlc/Dialog.java,0,0,0,1,0,vlc-3.0.11.csv
medialibrary/src/org/videolan/medialibrary/media/Album.java,0,0,0,1,0,vlc-3.0.11.csv
medialibrary/src/org/videolan/medialibrary/media/SearchAggregate.java,0,0,0,2,0,vlc-3.0.11.csv
medialibrary/src/org/videolan/medialibrary/media/HistoryItem.java,0,0,0,1,0,vlc-3.0.11.csv
medialibrary/src/org/videolan/medialibrary/media/MediaSearchAggregate.java,0,0,0,1,0,vlc-3.0.11.csv
libvlc/src/org/videolan/libvlc/Media.java,0,0,0,1,0,vlc-3.0.11.csv
medialibrary/src/org/videolan/medialibrary/media/Artist.java,0,0,0,1,0,vlc-3.0.11.csv
libvlc/src/org/videolan/libvlc/media/MediaPlayer.java,0,0,0,1,0,vlc-3.0.11.csv
medialibrary/src/org/videolan/medialibrary/media/Playlist.java,0,0,0,1,0,vlc-3.0.11.csv
libvlc/src/org/videolan/libvlc/RendererDiscoverer.java,0,0,0,1,1,vlc-3.0.11.csv
medialibrary/src/org/videolan/medialibrary/media/Genre.java,0,0,0,1,0,vlc-3.0.13.csv
libvlc/src/org/videolan/libvlc/MediaDiscoverer.java,0,0,0,1,0,vlc-3.0.13.csv
medialibrary/jni/medialibrary.cpp,0,0,41,0,1,vlc-3.0.13.csv
libvlc/src/org/videolan/libvlc/VLCObject.java,0,0,0,1,0,vlc-3.0.13.csv
medialibrary/src/org/videolan/medialibrary/media/MediaWrapper.java,0,0,0,1,1,vlc-3.0.13.csv
libvlc/src/org/videolan/libvlc/MediaPlayer.java,0,0,0,1,1,vlc-3.0.13.csv
libvlc/src/org/videolan/libvlc/Dialog.java,0,0,0,1,1,vlc-3.0.13.csv
medialibrary/src/org/videolan/medialibrary/media/Album.java,0,0,0,1,0,vlc-3.0.13.csv
medialibrary/src/org/videolan/medialibrary/media/SearchAggregate.java,0,0,0,2,0,vlc-3.0.13.csv
medialibrary/src/org/videolan/medialibrary/media/HistoryItem.java,0,0,0,1,0,vlc-3.0.13.csv
medialibrary/src/org/videolan/medialibrary/media/MediaSearchAggregate.java,0,0,0,1,0,vlc-3.0.13.csv
libvlc/src/org/videolan/libvlc/Media.java,0,0,0,1,1,vlc-3.0.13.csv
medialibrary/src/org/videolan/medialibrary/media/Artist.java,0,0,0,1,0,vlc-3.0.13.csv
libvlc/src/org/videolan/libvlc/media/MediaPlayer.java,0,0,0,1,1,vlc-3.0.13.csv
medialibrary/src/org/videolan/medialibrary/media/Playlist.java,0,0,0,1,0,vlc-3.0.13.csv
libvlc/src/org/videolan/libvlc/RendererDiscoverer.java,0,0,0,1,0,vlc-3.0.13.csv
medialibrary/src/org/videolan/medialibrary/media/Genre.java,0,0,0,1,1,vlc-3.0.92.csv
vlc-android/src/org/videolan/vlc/gui/video/VideoPlayerActivity.java,1,0,0,0,1,vlc-3.0.92.csv
libvlc/src/org/videolan/libvlc/MediaDiscoverer.java,0,0,0,1,0,vlc-3.0.92.csv
medialibrary/jni/medialibrary.cpp,0,0,68,0,0,vlc-3.0.92.csv
libvlc/src/org/videolan/libvlc/VLCObject.java,0,0,0,1,0,vlc-3.0.92.csv
medialibrary/src/org/videolan/medialibrary/media/MediaWrapper.java,0,0,0,1,1,vlc-3.0.92.csv
libvlc/src/org/videolan/libvlc/MediaPlayer.java,0,0,0,1,0,vlc-3.0.92.csv
libvlc/src/org/videolan/libvlc/Dialog.java,0,0,0,1,1,vlc-3.0.92.csv
medialibrary/src/org/videolan/medialibrary/media/Folder.java,0,0,0,1,1,vlc-3.0.92.csv
medialibrary/src/org/videolan/medialibrary/media/Album.java,0,0,0,1,1,vlc-3.0.92.csv
medialibrary/src/org/videolan/medialibrary/media/SearchAggregate.java,0,0,0,1,0,vlc-3.0.92.csv
medialibrary/src/org/videolan/medialibrary/media/HistoryItem.java,0,0,0,1,1,vlc-3.0.92.csv
medialibrary/src/org/videolan/medialibrary/Medialibrary.java,1,0,0,0,0,vlc-3.0.92.csv
medialibrary/src/org/videolan/medialibrary/media/Playlist.java,0,0,0,1,1,vlc-3.0.92.csv
libvlc/src/org/videolan/libvlc/Media.java,0,0,0,1,0,vlc-3.0.92.csv
medialibrary/src/org/videolan/medialibrary/media/Artist.java,0,0,0,1,1,vlc-3.0.92.csv
libvlc/src/org/videolan/libvlc/media/MediaPlayer.java,0,0,0,1,0,vlc-3.0.92.csv
libvlc/src/org/videolan/libvlc/RendererDiscoverer.java,0,0,0,1,0,vlc-3.0.92.csv
