file,LanguageEnvy,CrossRespDecl,ShotgunSurgery,EncapsulationBypass,change_prone,Release_File
realm/realm-jni/src/mixedutil.cpp,0,0,19,0,1,realm-java-v0.90.0.csv
realm/realm-jni/src/TableSpecUtil.cpp,0,0,8,0,0,realm-java-v0.90.0.csv
realm/realm-library/src/main/java/io/realm/internal/TableView.java,0,1,0,0,1,realm-java-v0.90.0.csv
realm/realm-jni/src/java_lang_List_Util.cpp,0,0,2,0,0,realm-java-v0.90.0.csv
realm/realm-library/src/main/java/io/realm/internal/Table.java,0,1,0,0,1,realm-java-v0.90.0.csv
realm/realm-annotations-processor/src/main/templates/Version.java,1,0,0,0,0,realm-java-v0.90.0.csv
realm/realm-jni/src/util.cpp,0,0,25,0,1,realm-java-v0.90.0.csv
realm/realm-library/src/main/java/io/realm/internal/Row.java,0,1,0,0,1,realm-java-v0.90.0.csv
realm/realm-jni/src/io_realm_internal_Util.cpp,0,0,3,0,1,realm-java-v0.90.0.csv
realm/realm-jni/src/io_realm_internal_table.cpp,0,0,1,0,1,realm-java-v0.90.0.csv
realm/realm-library/src/main/java/io/realm/internal/Version.java,1,0,0,0,0,realm-java-v0.90.0.csv
realm-transformer/src/main/templates/Version.java,1,0,0,0,0,realm-java-v0.90.0.csv
realm/realm-library/src/main/java/io/realm/internal/UncheckedRow.java,0,1,0,0,1,realm-java-v0.90.0.csv
realm/realm-library/src/main/java/io/realm/internal/Util.java,0,0,0,1,1,realm-java-v0.90.0.csv
gradle-plugin/src/main/templates/Version.java,1,0,0,0,0,realm-java-v0.90.0.csv
realm/realm-library/src/main/java/io/realm/internal/TableQuery.java,0,1,0,0,1,realm-java-v0.90.0.csv
realm/realm-library/src/main/java/io/realm/internal/Mixed.java,0,0,0,1,0,realm-java-v0.90.0.csv
realm/realm-jni/src/columntypeutil.cpp,0,0,1,0,0,realm-java-v0.90.0.csv
realm/realm-library/src/main/java/io/realm/internal/TableSpec.java,0,0,0,1,0,realm-java-v0.90.0.csv
realm/realm-library/src/main/java/io/realm/internal/LinkView.java,0,1,0,0,1,realm-java-v0.90.0.csv
realm/realm-library/src/main/java/io/realm/internal/SharedGroup.java,1,0,0,0,1,realm-java-v0.90.0.csv
realm/realm-library/src/main/java/io/realm/internal/Group.java,1,1,0,0,1,realm-java-v0.90.0.csv
realm/realm-library/src/main/java/io/realm/internal/TableView.java,0,1,0,0,1,realm-java-v1.2.0.csv
realm/realm-jni/src/java_lang_List_Util.cpp,0,0,2,0,0,realm-java-v1.2.0.csv
realm/realm-library/src/main/java/io/realm/internal/Table.java,0,1,0,0,1,realm-java-v1.2.0.csv
realm/realm-jni/src/util.cpp,0,0,5,0,1,realm-java-v1.2.0.csv
realm/realm-library/src/main/java/io/realm/internal/Row.java,0,1,0,0,1,realm-java-v1.2.0.csv
realm/realm-jni/src/io_realm_internal_Util.cpp,0,0,3,0,1,realm-java-v1.2.0.csv
realm/realm-library/src/main/java/io/realm/internal/UncheckedRow.java,0,1,0,0,1,realm-java-v1.2.0.csv
realm/realm-library/src/main/java/io/realm/internal/TableQuery.java,0,1,0,0,1,realm-java-v1.2.0.csv
realm/realm-library/src/main/java/io/realm/internal/LinkView.java,0,1,0,0,1,realm-java-v1.2.0.csv
realm/realm-library/src/main/java/io/realm/internal/Group.java,0,1,0,0,0,realm-java-v1.2.0.csv
realm/realm-library/src/main/java/io/realm/internal/Table.java,0,1,0,0,1,realm-java-v2.3.2.csv
realm/realm-library/src/androidTest/java/io/realm/internal/JNINativeTest.java,1,0,0,0,0,realm-java-v2.3.2.csv
realm/realm-library/src/objectServer/java/io/realm/SyncManager.java,0,1,0,0,1,realm-java-v2.3.2.csv
realm/realm-library/src/objectServer/java/io/realm/UserStore.java,0,1,0,0,1,realm-java-v2.3.2.csv
realm/realm-library/src/main/cpp/io_realm_internal_Util.cpp,0,0,3,0,1,realm-java-v2.3.2.csv
realm/realm-library/src/main/cpp/jni_util/log.cpp,0,0,1,0,1,realm-java-v2.3.2.csv
realm/realm-library/src/main/cpp/util.cpp,0,0,5,0,1,realm-java-v2.3.2.csv
realm/realm-library/src/main/java/io/realm/internal/Util.java,0,1,0,0,1,realm-java-v2.3.2.csv
realm/realm-library/src/main/java/io/realm/exceptions/RealmFileException.java,0,0,0,1,1,realm-java-v2.3.2.csv
realm/realm-library/src/main/java/io/realm/internal/TableQuery.java,0,1,0,0,1,realm-java-v2.3.2.csv
realm/realm-library/src/objectServer/java/io/realm/RealmFileUserStore.java,0,1,0,0,1,realm-java-v2.3.2.csv
realm/realm-library/src/main/java/io/realm/internal/TestUtil.java,0,1,0,0,1,realm-java-v2.3.2.csv
realm/realm-library/src/main/java/io/realm/internal/LinkView.java,0,1,0,0,1,realm-java-v2.3.2.csv
realm/realm-library/src/main/java/io/realm/internal/Table.java,0,1,0,0,1,realm-java-v3.7.2.csv
realm/realm-library/src/androidTest/java/io/realm/internal/JNINativeTest.java,1,0,0,0,0,realm-java-v3.7.2.csv
realm/realm-library/src/objectServer/java/io/realm/SyncManager.java,0,1,0,1,1,realm-java-v3.7.2.csv
realm/realm-library/src/main/java/io/realm/internal/SortDescriptor.java,0,0,0,1,0,realm-java-v3.7.2.csv
realm/realm-library/src/objectServer/java/io/realm/SyncSession.java,0,0,0,1,1,realm-java-v3.7.2.csv
realm/realm-library/src/main/cpp/jni_util/log.cpp,0,0,1,0,0,realm-java-v3.7.2.csv
realm/realm-library/src/main/java/io/realm/internal/OsObject.java,0,0,0,1,1,realm-java-v3.7.2.csv
realm/realm-library/src/main/cpp/util.cpp,0,0,4,0,1,realm-java-v3.7.2.csv
realm/realm-library/src/main/java/io/realm/internal/RealmNotifier.java,0,0,0,1,1,realm-java-v3.7.2.csv
realm/realm-library/src/main/java/io/realm/exceptions/RealmMigrationNeededException.java,0,0,0,1,0,realm-java-v3.7.2.csv
realm/realm-library/src/main/java/io/realm/internal/Util.java,0,1,0,0,1,realm-java-v3.7.2.csv
realm/realm-library/src/main/java/io/realm/internal/SharedRealm.java,0,0,0,1,1,realm-java-v3.7.2.csv
realm/realm-library/src/main/java/io/realm/log/RealmLog.java,0,1,0,0,0,realm-java-v3.7.2.csv
realm/realm-library/src/main/java/io/realm/exceptions/RealmFileException.java,0,0,0,1,1,realm-java-v3.7.2.csv
realm/realm-library/src/main/java/io/realm/Realm.java,0,0,0,1,1,realm-java-v3.7.2.csv
realm/realm-library/src/main/java/io/realm/internal/TestUtil.java,0,1,0,0,0,realm-java-v3.7.2.csv
realm/realm-library/src/main/java/io/realm/internal/Collection.java,0,0,0,1,1,realm-java-v3.7.2.csv
realm/realm-library/src/objectServer/java/io/realm/exceptions/IncompatibleSyncedFileException.java,0,0,0,1,0,realm-java-v4.4.0.csv
examples/encryptionExample/src/main/java/io/realm/examples/encryption/Util.java,0,1,0,0,1,realm-java-v4.4.0.csv
realm/realm-library/src/main/java/io/realm/internal/Table.java,0,1,0,0,1,realm-java-v4.4.0.csv
realm/realm-library/src/androidTest/java/io/realm/internal/JNINativeTest.java,1,0,0,0,0,realm-java-v4.4.0.csv
realm/realm-library/src/objectServer/java/io/realm/SyncManager.java,0,1,0,1,1,realm-java-v4.4.0.csv
realm/realm-library/src/main/java/io/realm/internal/SortDescriptor.java,0,0,0,1,0,realm-java-v4.4.0.csv
realm/realm-library/src/objectServer/java/io/realm/SyncSession.java,0,0,0,1,0,realm-java-v4.4.0.csv
realm/realm-library/src/main/cpp/jni_util/log.cpp,0,0,1,0,0,realm-java-v4.4.0.csv
