file,LanguageEnvy,CrossRespDecl,ShotgunSurgery,EncapsulationBypass,change_prone,Release_File
examples/Server.java,1,0,0,0,1,wolfssl-v1.11.0-stable.csv
src/java/com/wolfssl/wolfcrypt/EccKey.java,0,0,0,1,1,wolfssl-v1.11.0-stable.csv
src/java/com/wolfssl/wolfcrypt/RSA.java,0,1,0,0,1,wolfssl-v1.11.0-stable.csv
native/com_wolfssl_WolfSSLX509StoreCtx.c,0,0,2,0,1,wolfssl-v1.11.0-stable.csv
native/com_wolfssl_WolfSSLCertificate.c,0,0,4,0,1,wolfssl-v1.11.0-stable.csv
native/com_wolfssl_WolfSSL.c,0,0,2,0,1,wolfssl-v1.11.0-stable.csv
src/java/com/wolfssl/WolfSSL.java,1,1,0,0,1,wolfssl-v1.11.0-stable.csv
native/com_wolfssl_wolfcrypt_EccKey.c,0,0,3,0,1,wolfssl-v1.11.0-stable.csv
src/java/com/wolfssl/WolfSSLSession.java,0,0,0,1,1,wolfssl-v1.11.0-stable.csv
native/com_wolfssl_WolfSSLSession.c,0,0,55,0,1,wolfssl-v1.11.0-stable.csv
src/java/com/wolfssl/wolfcrypt/ECC.java,0,1,0,0,1,wolfssl-v1.11.0-stable.csv
native/com_wolfssl_WolfSSLContext.c,0,0,65,0,1,wolfssl-v1.11.0-stable.csv
examples/Client.java,1,0,0,0,1,wolfssl-v1.11.0-stable.csv
examples/Server.java,1,0,0,0,1,wolfssl-v1.12.0-stable.csv
src/java/com/wolfssl/wolfcrypt/EccKey.java,0,0,0,1,0,wolfssl-v1.12.0-stable.csv
src/java/com/wolfssl/wolfcrypt/RSA.java,0,1,0,0,0,wolfssl-v1.12.0-stable.csv
native/com_wolfssl_WolfSSLX509StoreCtx.c,0,0,2,0,1,wolfssl-v1.12.0-stable.csv
native/com_wolfssl_WolfSSLCertificate.c,0,0,4,0,1,wolfssl-v1.12.0-stable.csv
native/com_wolfssl_WolfSSL.c,0,0,2,0,1,wolfssl-v1.12.0-stable.csv
src/java/com/wolfssl/WolfSSL.java,1,1,0,0,1,wolfssl-v1.12.0-stable.csv
native/com_wolfssl_wolfcrypt_EccKey.c,0,0,3,0,1,wolfssl-v1.12.0-stable.csv
src/java/com/wolfssl/WolfSSLSession.java,0,0,0,1,1,wolfssl-v1.12.0-stable.csv
native/com_wolfssl_WolfSSLSession.c,0,0,55,0,1,wolfssl-v1.12.0-stable.csv
src/java/com/wolfssl/wolfcrypt/ECC.java,0,1,0,0,0,wolfssl-v1.12.0-stable.csv
native/com_wolfssl_WolfSSLContext.c,0,0,65,0,1,wolfssl-v1.12.0-stable.csv
examples/Client.java,1,0,0,0,1,wolfssl-v1.12.0-stable.csv
examples/Server.java,1,0,0,0,1,wolfssl-v1.12.2.csv
src/java/com/wolfssl/wolfcrypt/EccKey.java,0,0,0,1,1,wolfssl-v1.12.2.csv
src/java/com/wolfssl/wolfcrypt/RSA.java,0,1,0,0,1,wolfssl-v1.12.2.csv
native/com_wolfssl_WolfSSLX509StoreCtx.c,0,0,2,0,1,wolfssl-v1.12.2.csv
